index,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,Unnamed: 3_level_0_Unnamed: 3_level_1,Unnamed: 4_level_0_Unnamed: 4_level_1,Unnamed: 5_level_0_Unnamed: 5_level_1,Unnamed: 6_level_0_Unnamed: 6_level_1,Unnamed: 7_level_0_Unnamed: 7_level_1,Unnamed: 8_level_0_Unnamed: 8_level_1
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,16.5,2.6,42.9,7
,2,403B,1M,Inward 1 1/2 Somersault Pike,20,2.4,48,3
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22,2.4,52.8,1
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.6,53.3,1
,5,203B,1M,Back 1 1/2 Somersault Pike,17.5,2.3,40.25,6
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.5,48.75,3
,Totals,,,,116,14.8,286,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,14.5,2.8,40.6,14
,3,205B,3M,Back 2 1/2 Somersault Pike,19,3,57,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,10.5,3,31.5,27
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18.5,3,55.5,3
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,16.5,2.8,46.2,10
,Totals,,,,98.5,17.3,283.45,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18,2.7,48.6,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,15.5,2.8,43.4,6
,3,205B,3M,Back 2 1/2 Somersault Pike,13,3,39,8
,4,305B,3M,Reverse 2 1/2 Somersault Pike,15,3,45,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,16,3,48,7
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,20,2.8,56,3
,Totals,,,,97.5,17.3,280,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,15,2.6,39,6
,2,203B,1M,Back 1 1/2 Somersault Pike,14.25,2.3,32.78,6
,3,303B,1M,Reverse 1 1/2 Somersault Pike,21.75,2.4,52.2,2
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,21,2.6,54.6,1
,5,403B,1M,Inward 1 1/2 Somersault Pike,20.25,2.4,48.6,2
,6,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,18.75,2.5,46.88,4
,Totals,,,,111,14.8,274.05,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18,2.7,48.6,1
,2,107C,3M,Forward 3 1/2 Somersault Tuck,17.25,2.8,48.3,4
,3,205B,3M,Back 2 1/2 Somersault Pike,19.5,3,58.5,2
,4,301B,3M,Reverse Dive Pike,16.5,1.9,31.35,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,16.5,3,49.5,2
,6,5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,22.5,2.8,63,1
,Totals,,,,110.25,16.2,299.25,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,101B,3M,Forward Dive Pike,37,2,44.4,3
,,101B,3M,Forward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,34,2,40.8,4
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,32.5,2.7,52.65,4
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,205B,3M,Back 2 1/2 Somersault Pike,30,3,54,3
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,33.5,3,60.3,4
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,167,12.7,252.15,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,101B,3M,Forward Dive Pike,36.5,2,43.8,5
,,101B,3M,Forward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,28,2,33.6,6
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,34,2.7,55.08,5
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,205B,3M,Back 2 1/2 Somersault Pike,25.5,3,45.9,6
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,31.5,3,56.7,3
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,155.5,12.7,235.08,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,17,2.7,45.9,20
,2,107B,3M,Forward 3 1/2 Somersault Pike,12,3.1,37.2,26
,3,205B,3M,Back 2 1/2 Somersault Pike,10.5,3,31.5,37
,4,305B,3M,Reverse 2 1/2 Somersault Pike,15,3,45,17
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,6
,Totals,,,,72.5,14.8,213.6,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,19,2.6,49.4,4
,2,203B,1M,Back 1 1/2 Somersault Pike,20,2.3,46,7
,3,303B,1M,Reverse 1 1/2 Somersault Pike,16.5,2.4,39.6,13
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,18,2.6,46.8,6
,5,403B,1M,Inward 1 1/2 Somersault Pike,17.5,2.4,42,15
,Totals,,91,12.3,223.8,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,223.8,0
,1,105B,1M,Forward 2 1/2 Somersault Pike,17,2.6,44.2,5
,2,203B,1M,Back 1 1/2 Somersault Pike,22,2.3,50.6,2
,3,303B,1M,Reverse 1 1/2 Somersault Pike,16.5,2.4,39.6,7
,4,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,17,2.6,44.2,3
,5,403B,1M,Inward 1 1/2 Somersault Pike,19,2.4,45.6,6
,Totals,,,,91.5,12.3,448,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,9
,2,107C,3M,Forward 3 1/2 Somersault Tuck,19.5,2.8,54.6,6
,3,205B,3M,Back 2 1/2 Somersault Pike,15,3,45,9
,4,305B,3M,Reverse 2 1/2 Somersault Pike,21.5,3,64.5,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,17.5,3,52.5,10
,Totals,,,,93,14.5,269.25,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,269.25,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,20.5,2.7,55.35,4
,2,107C,3M,Forward 3 1/2 Somersault Tuck,12,2.8,33.6,16
,3,205B,3M,Back 2 1/2 Somersault Pike,22.5,3,67.5,3
,4,305B,3M,Reverse 2 1/2 Somersault Pike,17.5,3,52.5,6
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,17.5,3,52.5,9
,Totals,,,,90,14.5,530.7,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,530.7,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,16.5,2.7,44.55,8
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21.5,2.8,60.2,3
,3,205B,3M,Back 2 1/2 Somersault Pike,11,3,33,11
,4,305B,3M,Reverse 2 1/2 Somersault Pike,4.5,3,13.5,12
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,5
,Totals,,,,71.5,14.5,735.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,3M,Inward Dive Pike,39,2,46.8,1
,,401B,3M,Inward Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,39,2,46.8,1
,,301B,3M,Reverse Dive Pike,,,,
,3,205B,3M,Back 2 1/2 Somersault Pike,30,3,54,2
,,205B,3M,Back 2 1/2 Somersault Pike,,,,
,4,107B,3M,Forward 3 1/2 Somersault Pike,27.5,3.1,51.15,3
,,107B,3M,Forward 3 1/2 Somersault Pike,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,37.5,3,67.5,1
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,173,13.1,266.25,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,201B,3M,Back Dive Pike,36,2,43.2,3
,,201B,3M,Back Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,34,2,40.8,3
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,37.5,2.7,60.75,1
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,107C,3M,Forward 3 1/2 Somersault Tuck,34.5,2.8,57.96,1
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,32,3,57.6,2
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,174,12.5,260.31,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,266.25,0
,0M,Carry Over from Previous Round,,,,,,
,1,401B,3M,Inward Dive Pike,39.5,2,47.4,1
,401B,3M,Inward Dive Pike,,,,,
,2,301B,3M,Reverse Dive Pike,36,2,43.2,2
,301B,3M,Reverse Dive Pike,,,,,
,3,205B,3M,Back 2 1/2 Somersault Pike,28.5,3,51.3,3
,205B,3M,Back 2 1/2 Somersault Pike,,,,,
,4,107B,3M,Forward 3 1/2 Somersault Pike,32.5,3.1,60.45,1
,107B,3M,Forward 3 1/2 Somersault Pike,,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,36.5,3,65.7,1
,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,,
,Totals,,173,13.1,534.3,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,260.31,0
,,,0M,Carry Over from Previous Round,,,,
,1,201B,3M,Back Dive Pike,37,2,44.4,2
,,201B,3M,Back Dive Pike,,,,
,2,301B,3M,Reverse Dive Pike,34,2,40.8,3
,,301B,3M,Reverse Dive Pike,,,,
,3,405C,3M,Inward 2 1/2 Somersault Tuck,37,2.7,59.94,2
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,4,107C,3M,Forward 3 1/2 Somersault Tuck,28,2.8,47.04,3
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,28,3,50.4,3
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,164,12.5,502.89,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,1M,Inward Dive Pike,23,1.5,34.5,4
,2,201B,1M,Back Dive Pike,23,1.6,36.8,1
,3,301B,1M,Reverse Dive Pike,25.5,1.7,43.35,1
,4,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,18.5,2.5,46.25,1
,5,103B,1M,Forward 1 1/2 Somersault Pike,22.5,1.7,38.25,3
,6,105B,1M,Forward 2 1/2 Somersault Pike,22,2.6,57.2,1
,7,203B,1M,Back 1 1/2 Somersault Pike,23.5,2.3,54.05,1
,8,303B,1M,Reverse 1 1/2 Somersault Pike,22.5,2.4,54,1
,9,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.6,53.3,1
,10,403B,1M,Inward 1 1/2 Somersault Pike,23.5,2.4,56.4,1
,Totals,,224.5,21.3,474.1,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,5233D,3M,Back 1 1/2 Somersault 1 1/2 Twist Free,23.5,2.4,56.4,1
,2,403C,3M,Inward 1 1/2 Somersault Tuck,22,1.9,41.8,1
,3,301B,3M,Reverse Dive Pike,22,1.9,41.8,1
,4,201C,3M,Back Dive Tuck,24,1.7,40.8,1
,5,103B,3M,Forward 1 1/2 Somersault Pike,24.5,1.6,39.2,2
,6,107C,3M,Forward 3 1/2 Somersault Tuck,21,2.8,58.8,1
,7,205B,3M,Back 2 1/2 Somersault Pike,21,3,63,1
,8,305B,3M,Reverse 2 1/2 Somersault Pike,23,3,69,1
,9,405C,3M,Inward 2 1/2 Somersault Tuck,21.5,2.7,58.05,1
,10,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,22.5,3,67.5,1
,Totals,,,,225,24,536.35,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,1M,Inward Dive Pike,23.5,1.5,35.25,7
,2,201B,1M,Back Dive Pike,21,1.6,33.6,10
,3,301B,1M,Reverse Dive Pike,18,1.7,30.6,24
,4,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.5,51.25,1
,5,103B,1M,Forward 1 1/2 Somersault Pike,21,1.7,35.7,29
,6,105B,1M,Forward 2 1/2 Somersault Pike,18,2.6,46.8,15
,7,203B,1M,Back 1 1/2 Somersault Pike,21,2.3,48.3,4
,8,303B,1M,Reverse 1 1/2 Somersault Pike,19,2.4,45.6,10
,9,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,7,2.6,18.2,35
,10,403B,1M,Inward 1 1/2 Somersault Pike,21,2.4,50.4,5
,Totals,,,,190,21.3,395.7,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,186.4,0
,6,105B,1M,Forward 2 1/2 Somersault Pike,19.5,2.6,50.7,5
,7,203B,1M,Back 1 1/2 Somersault Pike,21.5,2.3,49.45,4
,8,303B,1M,Reverse 1 1/2 Somersault Pike,19.5,2.4,46.8,9
,9,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.6,50.7,5
,10,403B,1M,Inward 1 1/2 Somersault Pike,21.5,2.4,51.6,7
,Totals,,,,101.5,12.3,435.65,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,5233D,3M,Back 1 1/2 Somersault 1 1/2 Twist Free,19.5,2.4,46.8,1
,2,403C,3M,Inward 1 1/2 Somersault Tuck,21,1.9,39.9,7
,3,301B,3M,Reverse Dive Pike,18,1.9,34.2,19
,4,201C,3M,Back Dive Tuck,21.5,1.7,36.55,27
,5,103B,3M,Forward 1 1/2 Somersault Pike,19.5,1.6,31.2,34
,6,107C,3M,Forward 3 1/2 Somersault Tuck,19,2.8,53.2,5
,7,405C,3M,Inward 2 1/2 Somersault Tuck,19.5,2.7,52.65,9
,8,205B,3M,Back 2 1/2 Somersault Pike,13.5,3,40.5,21
,9,305B,3M,Reverse 2 1/2 Somersault Pike,16,3,48,12
,10,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,14,3,42,21
,Totals,,,,181.5,24,425,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,188.65,0
,6,107C,3M,Forward 3 1/2 Somersault Tuck,22.5,2.8,63,1
,7,405C,3M,Inward 2 1/2 Somersault Tuck,20,2.7,54,3
,8,205B,3M,Back 2 1/2 Somersault Pike,15.5,3,46.5,6
,9,305B,3M,Reverse 2 1/2 Somersault Pike,11,3,33,11
,10,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,16,3,48,10
,Totals,,,,85,14.5,433.15,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,107C,3M,Forward 3 1/2 Somersault Tuck,Dive Changed,2.8,,
,,405C,3M,Inward 2 1/2 Somersault Tuck,15,2.7,40.5,27
,2,405C,3M,Inward 2 1/2 Somersault Tuck,Dive Changed,2.7,,
,,107C,3M,Forward 3 1/2 Somersault Tuck,18,2.8,50.4,15
,3,205B,3M,Back 2 1/2 Somersault Pike,19.5,3,58.5,3
,4,305B,3M,Reverse 2 1/2 Somersault Pike,20,3,60,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,15.5,3,46.5,23
,Totals,,,,88,14.5,255.9,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,15.5,2.7,41.85,16
,2,107C,3M,Forward 3 1/2 Somersault Tuck,21,2.8,58.8,1
,3,205B,3M,Back 2 1/2 Somersault Pike,17,3,51,5
,4,305B,3M,Reverse 2 1/2 Somersault Pike,21,3,63,1
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,7
,Totals,,,,92.5,14.5,268.65,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,19,2.7,51.3,7
,2,107C,3M,Forward 3 1/2 Somersault Tuck,18,2.8,50.4,10
,3,205B,3M,Back 2 1/2 Somersault Pike,21,3,63,2
,4,305B,3M,Reverse 2 1/2 Somersault Pike,11,3,33,14
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,19.5,3,58.5,5
,Totals,,,,88.5,14.5,256.2,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,405C,3M,Inward 2 1/2 Somersault Tuck,20.5,2.7,55.35,6
,2,107B,3M,Forward 3 1/2 Somersault Pike,11.5,3.1,35.65,26
,3,205B,3M,Back 2 1/2 Somersault Pike,17.5,3,52.5,9
,4,305B,3M,Reverse 2 1/2 Somersault Pike,7.5,3,22.5,26
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,18,3,54,8
,Totals,,,,75,14.8,220,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,220,0
,1,405C,3M,Inward 2 1/2 Somersault Tuck,18.5,2.7,49.95,14
,2,107B,3M,Forward 3 1/2 Somersault Pike,15,3.1,46.5,16
,3,205B,3M,Back 2 1/2 Somersault Pike,16.5,3,49.5,10
,4,305B,3M,Reverse 2 1/2 Somersault Pike,18,3,54,9
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,19,3,57,8
,Totals,,,,87,14.8,476.95,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,105B,1M,Forward 2 1/2 Somersault Pike,16,2.6,41.6,14
,2,203B,1M,Back 1 1/2 Somersault Pike,24,2.3,55.2,1
,3,303B,1M,Reverse 1 1/2 Somersault Pike,22,2.4,52.8,3
,4,403B,1M,Inward 1 1/2 Somersault Pike,19.5,2.4,46.8,4
,5,5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.6,53.3,2
,6,401B,1M,Inward Dive Pike,22,1.5,33,14
,7,201B,1M,Back Dive Pike,20.5,1.6,32.8,11
,8,301B,1M,Reverse Dive Pike,22,1.7,37.4,4
,9,5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.5,51.25,1
,10,103B,1M,Forward 1 1/2 Somersault Pike,22.5,1.7,38.25,10
,Totals,,,,209.5,21.3,442.4,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,107C,3M,Forward 3 1/2 Somersault Tuck,15,2.8,42,9
,2,205B,3M,Back 2 1/2 Somersault Pike,16,3,48,5
,3,305B,3M,Reverse 2 1/2 Somersault Pike,18.5,3,55.5,3
,4,405C,3M,Inward 2 1/2 Somersault Tuck,16.5,2.7,44.55,10
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,13.5,3,40.5,15
,6,5233D,3M,Back 1 1/2 Somersault 1 1/2 Twist Free,20.5,2.4,49.2,1
,7,403C,3M,Inward 1 1/2 Somersault Tuck,24,1.9,45.6,1
,8,301B,3M,Reverse Dive Pike,18.5,1.9,35.15,9
,9,201C,3M,Back Dive Tuck,23.5,1.7,39.95,7
,10,103B,3M,Forward 1 1/2 Somersault Pike,22.5,1.6,36,17
,Totals,,188.5,24,436.45,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,3M,Inward Dive Pike,39,2,46.8,1
,,401B,3M,Inward Dive Pike,,,,
,2,201B,3M,Back Dive Pike,37.5,2,45,1
,,201B,3M,Back Dive Pike,,,,
,3,301B,3M,Reverse Dive Pike,33,2,39.6,12
,,301B,3M,Reverse Dive Pike,,,,
,4,405C,3M,Inward 2 1/2 Somersault Tuck,36.5,2.7,59.13,2
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,5,107C,3M,Forward 3 1/2 Somersault Tuck,34.5,2.8,57.96,3
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,6,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,38,3,68.4,1
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,218.5,14.5,316.89,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,316.89,0
,,,0M,Carry Over from Previous Round,,,,
,1,401B,3M,Inward Dive Pike,35.5,2,42.6,6
,,401B,3M,Inward Dive Pike,,,,
,2,201B,3M,Back Dive Pike,38.5,2,46.2,1
,,201B,3M,Back Dive Pike,,,,
,3,301B,3M,Reverse Dive Pike,37,2,44.4,3
,,301B,3M,Reverse Dive Pike,,,,
,4,405C,3M,Inward 2 1/2 Somersault Tuck,36.5,2.7,59.13,1
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,5,107C,3M,Forward 3 1/2 Somersault Tuck,40,2.8,67.2,1
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,6,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,35.5,3,63.9,1
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,223,14.5,640.32,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,3M,Inward Dive Pike,39,2,46.8,2
,401B,3M,Inward Dive Pike,,,,,
,2,301B,3M,Reverse Dive Pike,21,2,25.2,23
,301B,3M,Reverse Dive Pike,,,,,
,3,205B,3M,Back 2 1/2 Somersault Pike,25,3,45,10
,205B,3M,Back 2 1/2 Somersault Pike,,,,,
,4,107B,3M,Forward 3 1/2 Somersault Pike,30.5,3.1,56.73,2
,107B,3M,Forward 3 1/2 Somersault Pike,,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,32.5,3,58.5,1
,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,,
,Totals,,148,13.1,232.23,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,0,,0M,Carry Over from Previous Round,0,0,232.23,0
,0M,Carry Over from Previous Round,,,,,,
,1,401B,3M,Inward Dive Pike,39,2,46.8,3
,401B,3M,Inward Dive Pike,,,,,
,2,301B,3M,Reverse Dive Pike,34,2,40.8,8
,301B,3M,Reverse Dive Pike,,,,,
,3,205B,3M,Back 2 1/2 Somersault Pike,21,3,37.8,8
,205B,3M,Back 2 1/2 Somersault Pike,,,,,
,4,107B,3M,Forward 3 1/2 Somersault Pike,28.5,3.1,53.01,6
,107B,3M,Forward 3 1/2 Somersault Pike,,,,,
,5,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,35,3,63,2
,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,,
,Totals,,157.5,13.1,473.64,,,
,Dive,Number,Height,Description,Net,DD,Score,Round
,,,,,Score,,,Place
,1,401B,3M,Inward Dive Pike,38,2,45.6,1
,,401B,3M,Inward Dive Pike,,,,
,2,201B,3M,Back Dive Pike,41,2,49.2,1
,,201B,3M,Back Dive Pike,,,,
,3,301B,3M,Reverse Dive Pike,37.5,2,45,1
,,301B,3M,Reverse Dive Pike,,,,
,4,405C,3M,Inward 2 1/2 Somersault Tuck,34,2.7,55.08,1
,,405C,3M,Inward 2 1/2 Somersault Tuck,,,,
,5,107C,3M,Forward 3 1/2 Somersault Tuck,27.5,2.8,46.2,1
,,107C,3M,Forward 3 1/2 Somersault Tuck,,,,
,6,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,31.5,3,56.7,1
,,5152B,3M,Forward 2 1/2 Somersault 1 Twist Pike,,,,
,Totals,,,,209.5,14.5,297.78,
